Entry	KEGG	Entry name	Protein names	Gene names	Gene ontology IDs
A9TLY5	PHYPADRAFT_94476	A9TLY5_PHYPA	Predicted protein	PHYPADRAFT_94476	
A9SQA3	PHYPADRAFT_82474	A9SQA3_PHYPA	Predicted protein	PHYPADRAFT_82474	
A9TN24	PHYPADRAFT_94889	A9TN24_PHYPA	Predicted protein	PHYPADRAFT_94889	
A9RGC5	PHYPADRAFT_65759	A9RGC5_PHYPA	Uncharacterized protein	PHYPADRAFT_65759	
A9RKI8	PHYPADRAFT_115772	A9RKI8_PHYPA	Predicted protein	PHYPADRAFT_115772	GO:0005794; GO:0008378; GO:0016021; GO:0006486
A9RKG9	PHYPADRAFT_46629	A9RKG9_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_46629	GO:0007020; GO:0031023; GO:0007067; GO:0051225
A9RI57	PHYPADRAFT_66307	A9RI57_PHYPA	Predicted protein	PHYPADRAFT_66307	
A9S6Q0	PHYPADRAFT_75303	A9S6Q0_PHYPA	Predicted protein	PHYPADRAFT_75303	
A9SMY8	PHYPADRAFT_132431	A9SMY8_PHYPA	Predicted protein	PHYPADRAFT_132431	GO:0016491
A9RIV9	PHYPADRAFT_66722	A9RIV9_PHYPA	Predicted protein	PHYPADRAFT_66722	GO:0003676; GO:0008270
A9RMQ4	PHYPADRAFT_203982	A9RMQ4_PHYPA	Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Peptidase M)	PHYPADRAFT_203982	GO:0005737; GO:0046872; GO:0070006; GO:0070084
A9RI80	PHYPADRAFT_66330	A9RI80_PHYPA	Predicted protein	PHYPADRAFT_66330	
A9RMM4	PHYPADRAFT_68139	A9RMM4_PHYPA	Predicted protein	PHYPADRAFT_68139	
A9RS83	PHYPADRAFT_69872	A9RS83_PHYPA	Predicted protein	PHYPADRAFT_69872	
A9RSP9	PHYPADRAFT_56033	A9RSP9_PHYPA	Predicted protein	PHYPADRAFT_56033	GO:0005524; GO:0002161; GO:0005737; GO:0004822; GO:0006428
A9RNM4	PHYPADRAFT_68583	A9RNM4_PHYPA	Predicted protein	PHYPADRAFT_68583	
A9RQA1	PHYPADRAFT_69195	A9RQA1_PHYPA	Predicted protein	PHYPADRAFT_69195	
A9RPW3	PHYPADRAFT_68955	A9RPW3_PHYPA	Predicted protein	PHYPADRAFT_68955	
A9RZ31	PHYPADRAFT_207105	A9RZ31_PHYPA	Pectate lyase (EC 4.2.2.2)	PHYPADRAFT_207105	GO:0046872; GO:0030570; GO:0045490
A9T8I7	PHYPADRAFT_89487	A9T8I7_PHYPA	Predicted protein	PHYPADRAFT_89487	
A9RPX9	PHYPADRAFT_68987	A9RPX9_PHYPA	Predicted protein	PHYPADRAFT_68987	
A9SCQ5	PHYPADRAFT_77600	A9SCQ5_PHYPA	Predicted protein	PHYPADRAFT_77600	
A9RX52	PHYPADRAFT_120614	A9RX52_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_120614	GO:0003678; GO:0006281; GO:0000723
A9TSY8	PHYPADRAFT_96731	A9TSY8_PHYPA	Predicted protein	PHYPADRAFT_96731	
A9RVQ8	PHYPADRAFT_71264	A9RVQ8_PHYPA	Predicted protein	PHYPADRAFT_71264	
A9S7L1	PHYPADRAFT_75629	A9S7L1_PHYPA	Predicted protein	PHYPADRAFT_75629	
A9S8G1	PHYPADRAFT_42706	A9S8G1_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_42706	GO:0005524; GO:0004674
A9SII2	PHYPADRAFT_79877	A9SII2_PHYPA	Uncharacterized protein	PHYPADRAFT_79877	
A9S8I5	PHYPADRAFT_75984	A9S8I5_PHYPA	Predicted protein	PHYPADRAFT_75984	
A9SNW8	PHYPADRAFT_230315	A9SNW8_PHYPA	Predicted protein	PHYPADRAFT_230315	
A9SVC4	PHYPADRAFT_84474	A9SVC4_PHYPA	Predicted protein	PHYPADRAFT_84474	GO:0003676; GO:0008270
A9S152	PHYPADRAFT_73205	A9S152_PHYPA	Predicted protein	PHYPADRAFT_73205	
A9SQB6	PHYPADRAFT_82488	A9SQB6_PHYPA	Predicted protein	PHYPADRAFT_82488	
A9RWZ0	PHYPADRAFT_71631	A9RWZ0_PHYPA	Predicted protein	PHYPADRAFT_71631	GO:0016597; GO:0008152
A9S0F4	PHYPADRAFT_72940	A9S0F4_PHYPA	Predicted protein	PHYPADRAFT_72940	
A9SJ45	PHYPADRAFT_130845	A9SJ45_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_130845	GO:0003676; GO:0000166
A9TD39	PHYPADRAFT_169394	A9TD39_PHYPA	Predicted protein	PHYPADRAFT_169394	
A9S2D8	PHYPADRAFT_73680	A9S2D8_PHYPA	Predicted protein	PHYPADRAFT_73680	
A9RXL3	PHYPADRAFT_120823	A9RXL3_PHYPA	Predicted protein	PHYPADRAFT_120823	
A9TCZ3	PHYPADRAFT_193847	A9TCZ3_PHYPA	Predicted protein	PHYPADRAFT_193847	GO:0009055; GO:0050660
A9SCW9	PHYPADRAFT_77672	A9SCW9_PHYPA	Predicted protein	PHYPADRAFT_77672	
A9TMV2	PHYPADRAFT_94811	A9TMV2_PHYPA	Predicted protein	PHYPADRAFT_94811	
A9RT39	PHYPADRAFT_119152	A9RT39_PHYPA	Predicted protein	PHYPADRAFT_119152	GO:0005524; GO:0004672
A9TCJ6	PHYPADRAFT_90990	A9TCJ6_PHYPA	Predicted protein	PHYPADRAFT_90990	
A9TNN8	PHYPADRAFT_95125	A9TNN8_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_95125	
A9RMR2	PHYPADRAFT_176513	A9RMR2_PHYPA	Predicted protein	PHYPADRAFT_176513	GO:0005975; GO:0071555; GO:0005576; GO:0004650
A9TUF4	PHYPADRAFT_8713	A9TUF4_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_8713	
A9RKX3	PHYPADRAFT_67502	A9RKX3_PHYPA	Predicted protein	PHYPADRAFT_67502	
A9SW24	PHYPADRAFT_188998	A9SW24_PHYPA	Predicted protein	PHYPADRAFT_188998	GO:0043565; GO:0003700; GO:0006351
A9TVQ5	PHYPADRAFT_97908	A9TVQ5_PHYPA	Predicted protein	PHYPADRAFT_97908	
A9TCV3	PHYPADRAFT_143696	A9TCV3_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_143696	
A9TXB0	PHYPADRAFT_28583	A9TXB0_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_28583	
A9TYI4	PHYPADRAFT_98968	A9TYI4_PHYPA	Predicted protein	PHYPADRAFT_98968	
A9RNZ1	PHYPADRAFT_68668	A9RNZ1_PHYPA	Predicted protein	PHYPADRAFT_68668	
A9TT27	PHYPADRAFT_96770	A9TT27_PHYPA	Predicted protein	PHYPADRAFT_96770	
A9TUY8	PHYPADRAFT_97620	A9TUY8_PHYPA	Predicted protein	PHYPADRAFT_97620	
A9U3Y5	PHYPADRAFT_173539	A9U3Y5_PHYPA	Predicted protein	PHYPADRAFT_173539	
A9TYV0	PHYPADRAFT_99093	A9TYV0_PHYPA	Predicted protein	PHYPADRAFT_99093	
A9U475	PHYPADRAFT_228150	A9U475_PHYPA	Predicted protein	PHYPADRAFT_228150	GO:0016021; GO:0055085
A9SW98	PHYPADRAFT_84806	A9SW98_PHYPA	Predicted protein	PHYPADRAFT_84806	
A9S393	PHYPADRAFT_162582	A9S393_PHYPA	Predicted protein	PHYPADRAFT_162582	
A9U4D7	PHYPADRAFT_101916	A9U4D7_PHYPA	Predicted protein	PHYPADRAFT_101916	
A9THQ7	PHYPADRAFT_92911	A9THQ7_PHYPA	Predicted protein	PHYPADRAFT_92911	
A9U350	PHYPADRAFT_101167	A9U350_PHYPA	Predicted protein	PHYPADRAFT_101167	
A9U5T5	PHYPADRAFT_102818	A9U5T5_PHYPA	Predicted protein	PHYPADRAFT_102818	GO:0003676; GO:0008270
A9U1N4	PHYPADRAFT_100419	A9U1N4_PHYPA	Predicted protein	PHYPADRAFT_100419	
A9RTR1	PHYPADRAFT_70437	A9RTR1_PHYPA	Uncharacterized protein	PHYPADRAFT_70437	
A9TXF4	PHYPADRAFT_172532	A9TXF4_PHYPA	Predicted protein	PHYPADRAFT_172532	
A9TWZ7	PHYPADRAFT_199126	A9TWZ7_PHYPA	Predicted protein	PHYPADRAFT_199126	GO:0004252; GO:0070008
A9TNN5	PHYPADRAFT_95122	A9TNN5_PHYPA	Predicted protein	PHYPADRAFT_95122	
A9U600	PHYPADRAFT_102913	A9U600_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_102913	GO:0003676; GO:0008270
A9RJF2	PHYPADRAFT_159431	A9RJF2_PHYPA	Predicted protein	PHYPADRAFT_159431	
A9U0B5	PHYPADRAFT_99818	A9U0B5_PHYPA	Predicted protein	PHYPADRAFT_99818	
A9S5V2	PHYPADRAFT_74978	A9S5V2_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_74978	
A9RUX3	PHYPADRAFT_161119	A9RUX3_PHYPA	Uncharacterized protein	PHYPADRAFT_161119	
A9S9Y2	PHYPADRAFT_76469	A9S9Y2_PHYPA	Uncharacterized protein	PHYPADRAFT_76469	
A9RXG1	PHYPADRAFT_120740	A9RXG1_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_120740	
A9SJ78	PHYPADRAFT_80155	A9SJ78_PHYPA	Predicted protein	PHYPADRAFT_80155	
A9T694	PHYPADRAFT_140919	A9T694_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_140919	GO:0005524; GO:0004674
A9SC75	PHYPADRAFT_210708	A9SC75_PHYPA	Predicted protein	PHYPADRAFT_210708	
A9SG73	PHYPADRAFT_78964	A9SG73_PHYPA	Predicted protein	PHYPADRAFT_78964	
A9S055	PHYPADRAFT_72832	A9S055_PHYPA	Predicted protein	PHYPADRAFT_72832	
A9S7W5	PHYPADRAFT_75740	A9S7W5_PHYPA	Predicted protein	PHYPADRAFT_75740	
A9TRW1	PHYPADRAFT_197616	A9TRW1_PHYPA	Predicted protein	PHYPADRAFT_197616	GO:0005525; GO:0003924
A9SDM7	PHYPADRAFT_164374	A9SDM7_PHYPA	Predicted protein	PHYPADRAFT_164374	GO:0009165
A9SQW3	PHYPADRAFT_233790	A9SQW3_PHYPA	Predicted protein	PHYPADRAFT_233790	
A9SR37	PHYPADRAFT_230488	A9SR37_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_230488	
A9U6X3	PHYPADRAFT_158002	A9U6X3_PHYPA	Predicted protein	PHYPADRAFT_158002	GO:0008080
A9SFF3	PHYPADRAFT_128910	A9SFF3_PHYPA	Predicted protein	PHYPADRAFT_128910	GO:0003678; GO:0006281; GO:0000723
A9S9M3	PHYPADRAFT_163638	A9S9M3_PHYPA	Predicted protein	PHYPADRAFT_163638	GO:0016021
A9RLK5	PHYPADRAFT_159836	A9RLK5_PHYPA	Histidinol dehydrogenase, chloroplastic (HDH) (EC 1.1.1.23)	PHYPADRAFT_159836	GO:0051287; GO:0009507; GO:0000105; GO:0004399; GO:0008270
A9ST72	PHYPADRAFT_231005	A9ST72_PHYPA	Predicted protein	PHYPADRAFT_231005	
A9TSN7	PHYPADRAFT_149921	A9TSN7_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_149921	GO:0005524; GO:0004674
A9SKZ1	PHYPADRAFT_18627	A9SKZ1_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_18627	
A9RCU0	PHYPADRAFT_64217	A9RCU0_PHYPA	Predicted protein	PHYPADRAFT_64217	
A9SKL5	PHYPADRAFT_213315	A9SKL5_PHYPA	Predicted protein	PHYPADRAFT_213315	GO:0008270
A9SZM2	PHYPADRAFT_86098	A9SZM2_PHYPA	Predicted protein	PHYPADRAFT_86098	
A9U6T4	PHYPADRAFT_103518	A9U6T4_PHYPA	Predicted protein	PHYPADRAFT_103518	
A9SET3	PHYPADRAFT_128600	A9SET3_PHYPA	Predicted protein	PHYPADRAFT_128600	GO:0003723; GO:0009982; GO:0001522
A9T2D0	PHYPADRAFT_87108	A9T2D0_PHYPA	Predicted protein	PHYPADRAFT_87108	
A9TY82	PHYPADRAFT_98858	A9TY82_PHYPA	Predicted protein	PHYPADRAFT_98858	
A9T320	PHYPADRAFT_87427	A9T320_PHYPA	Predicted protein	PHYPADRAFT_87427	GO:0003676; GO:0008270
A9REH1	PHYPADRAFT_51208	A9REH1_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_51208	
A9SZ74	PHYPADRAFT_231874	A9SZ74_PHYPA	Predicted protein	PHYPADRAFT_231874	
A9SNY6	PHYPADRAFT_132950	A9SNY6_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_132950	GO:0007155; GO:0016020; GO:0004222
A9T009	PHYPADRAFT_86298	A9T009_PHYPA	Predicted protein	PHYPADRAFT_86298	
A9T527	PHYPADRAFT_88183	A9T527_PHYPA	Predicted protein	PHYPADRAFT_88183	
A9SRC3	PHYPADRAFT_82929	A9SRC3_PHYPA	Predicted protein	PHYPADRAFT_82929	
A9T748	PHYPADRAFT_59568	A9T748_PHYPA	Glycylpeptide N-tetradecanoyltransferase (EC 2.3.1.97)	PHYPADRAFT_59568	GO:0006499; GO:0004379
A9T8K2	PHYPADRAFT_219930	A9T8K2_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_219930	
A9T591	PHYPADRAFT_88246	A9T591_PHYPA	Predicted protein	PHYPADRAFT_88246	
A9SGF2	PHYPADRAFT_212066	A9SGF2_PHYPA	Predicted protein	PHYPADRAFT_212066	GO:0005840; GO:0003735; GO:0006412
A9T885	PHYPADRAFT_89377	A9T885_PHYPA	Predicted protein	PHYPADRAFT_89377	
A9T499	PHYPADRAFT_46958	A9T499_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_46958	
A9STU2	PHYPADRAFT_135210	A9STU2_PHYPA	Predicted protein	PHYPADRAFT_135210	GO:0016798; GO:0016020
A9T7P4	PHYPADRAFT_89172	A9T7P4_PHYPA	Predicted protein	PHYPADRAFT_89172	
A9TAU3	PHYPADRAFT_193192	A9TAU3_PHYPA	Predicted protein	PHYPADRAFT_193192	GO:0005524; GO:0005737; GO:0016485; GO:0009408
A9SX89	PHYPADRAFT_216676	A9SX89_PHYPA	Predicted protein	PHYPADRAFT_216676	
A9SZY0	PHYPADRAFT_167354	A9SZY0_PHYPA	Predicted protein	PHYPADRAFT_167354	
A9TA17	PHYPADRAFT_90032	A9TA17_PHYPA	Predicted protein	PHYPADRAFT_90032	
A9T7T5	PHYPADRAFT_168544	A9T7T5_PHYPA	Predicted protein	PHYPADRAFT_168544	
A9TD85	PHYPADRAFT_91258	A9TD85_PHYPA	Predicted protein	PHYPADRAFT_91258	
A9SFV2	PHYPADRAFT_164671	A9SFV2_PHYPA	Predicted protein	PHYPADRAFT_164671	
A9T8L5	PHYPADRAFT_89517	A9T8L5_PHYPA	Predicted protein	PHYPADRAFT_89517	
A9TJ36	PHYPADRAFT_195542	A9TJ36_PHYPA	Predicted protein	PHYPADRAFT_195542	GO:0005840; GO:0003735; GO:0006412
A9T9F1	PHYPADRAFT_89812	A9T9F1_PHYPA	Predicted protein	PHYPADRAFT_89812	
A9TFG2	PHYPADRAFT_92069	A9TFG2_PHYPA	Predicted protein	PHYPADRAFT_92069	
A9TF21	PHYPADRAFT_144626	A9TF21_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_144626	GO:0005524; GO:0004672
A9TFL3	PHYPADRAFT_221849	A9TFL3_PHYPA	Predicted protein	PHYPADRAFT_221849	GO:0030122; GO:0008565
A9SW20	PHYPADRAFT_216309	A9SW20_PHYPA	Predicted protein	PHYPADRAFT_216309	GO:0016020
A9TLP7	PHYPADRAFT_94350	A9TLP7_PHYPA	Predicted protein	PHYPADRAFT_94350	
A9TLU7	PHYPADRAFT_170787	A9TLU7_PHYPA	Predicted protein	PHYPADRAFT_170787	
A9TQC7	PHYPADRAFT_108579	A9TQC7_PHYPA	40S ribosomal protein S21	PHYPADRAFT_108579	GO:0005840; GO:0003735; GO:0006412
A9U0F8	PHYPADRAFT_172995	A9U0F8_PHYPA	Predicted protein	PHYPADRAFT_172995	
A9TLY3	PHYPADRAFT_94474	A9TLY3_PHYPA	Predicted protein	PHYPADRAFT_94474	
A9T1X9	PHYPADRAFT_218121	A9T1X9_PHYPA	Predicted protein	PHYPADRAFT_218121	
A9SEN7	PHYPADRAFT_19037	A9SEN7_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_19037	
A9TT65	PHYPADRAFT_96809	A9TT65_PHYPA	Predicted protein	PHYPADRAFT_96809	
A9U4D2	PHYPADRAFT_101905	A9U4D2_PHYPA	Predicted protein	PHYPADRAFT_101905	GO:0047262
A9S258	PHYPADRAFT_73586	A9S258_PHYPA	Predicted protein	PHYPADRAFT_73586	
A9S2B3	PHYPADRAFT_123164	A9S2B3_PHYPA	Hexosyltransferase (EC 2.4.1.-) (Fragment)	PHYPADRAFT_123164	GO:0016757
A9SXE3	PHYPADRAFT_19653	A9SXE3_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_19653	
A9TY20	PHYPADRAFT_98793	A9TY20_PHYPA	Predicted protein	PHYPADRAFT_98793	
A9TH65	PHYPADRAFT_92717	A9TH65_PHYPA	Predicted protein	PHYPADRAFT_92717	
A9TGC6	PHYPADRAFT_92404	A9TGC6_PHYPA	Predicted protein	PHYPADRAFT_92404	
A9TLC4	PHYPADRAFT_223370	A9TLC4_PHYPA	Predicted protein	PHYPADRAFT_223370	GO:0006914
A9SKY1	PHYPADRAFT_229905	A9SKY1_PHYPA	Predicted protein	PHYPADRAFT_229905	
A9SQZ6	PHYPADRAFT_82746	A9SQZ6_PHYPA	Predicted protein	PHYPADRAFT_82746	
A9SN76	PHYPADRAFT_165816	A9SN76_PHYPA	Uncharacterized protein	PHYPADRAFT_165816	GO:0008270
A9U7N9	PHYPADRAFT_103986	A9U7N9_PHYPA	Methylenetetrahydrofolate reductase (EC 1.5.1.20) (Fragment)	PHYPADRAFT_103986	GO:0008898; GO:0006555; GO:0004489; GO:0035999
A9SWE1	PHYPADRAFT_136392	A9SWE1_PHYPA	Predicted protein	PHYPADRAFT_136392	GO:0005840; GO:0003735; GO:0006412
A9SKM7	PHYPADRAFT_80694	A9SKM7_PHYPA	Predicted protein	PHYPADRAFT_80694	
A9SSJ7	PHYPADRAFT_215261	A9SSJ7_PHYPA	Rab8/RabE-family small GTPase	RabE14 PHYPADRAFT_215261	GO:0005525; GO:0015031; GO:0007264
A9SFH3	PHYPADRAFT_129025	A9SFH3_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_129025	GO:0003993
A9SY79	PHYPADRAFT_137266	A9SY79_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_137266	
A9SMF7	PHYPADRAFT_13494	A9SMF7_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_13494	GO:0005975; GO:0004553
A9SXR4	PHYPADRAFT_14604	A9SXR4_PHYPA	Patatin (EC 3.1.1.-) (Fragment)	PHYPADRAFT_14604	GO:0016787; GO:0016042
A9SY98	PHYPADRAFT_231658	A9SY98_PHYPA	Predicted protein	PHYPADRAFT_231658	
A9ST47	PHYPADRAFT_230979	A9ST47_PHYPA	Predicted protein	PHYPADRAFT_230979	
A9REW5	PHYPADRAFT_112996	A9REW5_PHYPA	Nucleoside diphosphate kinase (EC 2.7.4.6)	NDPK2b PHYPADRAFT_112996	GO:0005524; GO:0006241; GO:0006183; GO:0006228; GO:0004550
A9SLK9	PHYPADRAFT_230059	A9SLK9_PHYPA	Predicted protein	PHYPADRAFT_230059	
A9SZB4	PHYPADRAFT_18112	A9SZB4_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_18112	
A9SWK0	PHYPADRAFT_234257	A9SWK0_PHYPA	Predicted protein	PHYPADRAFT_234257	
A9TXX0	PHYPADRAFT_226507	A9TXX0_PHYPA	UDP-glucose 6-dehydrogenase (EC 1.1.1.22)	PHYPADRAFT_226507	GO:0051287; GO:0003979
A9RE75	PHYPADRAFT_64936	A9RE75_PHYPA	Predicted protein	PHYPADRAFT_64936	
A9RCZ3	PHYPADRAFT_111382	A9RCZ3_PHYPA	Proteasome subunit beta type (EC 3.4.25.1) (Fragment)	PHYPADRAFT_111382	GO:0005737; GO:0005634; GO:0005839; GO:0051603; GO:0004298
A9RG55	PHYPADRAFT_158861	A9RG55_PHYPA	Uncharacterized protein	PHYPADRAFT_158861	
A9T5G1	PHYPADRAFT_88324	A9T5G1_PHYPA	Predicted protein	PHYPADRAFT_88324	
A9T808	PHYPADRAFT_89294	A9T808_PHYPA	Predicted protein	PHYPADRAFT_89294	GO:0003676; GO:0008270
A9U8B9	PHYPADRAFT_104325	A9U8B9_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_104325	GO:0003824
A9RGG6	PHYPADRAFT_113751	A9RGG6_PHYPA	Uncharacterized protein	PHYPADRAFT_113751	
A9SWT9	PHYPADRAFT_231364	A9SWT9_PHYPA	Predicted protein	PHYPADRAFT_231364	
A9S104	PHYPADRAFT_73156	A9S104_PHYPA	Predicted protein	PHYPADRAFT_73156	
A9S1A4	PHYPADRAFT_73364	A9S1A4_PHYPA	Predicted protein	PHYPADRAFT_73364	
A9S248	PHYPADRAFT_73575	A9S248_PHYPA	Predicted protein	PHYPADRAFT_73575	
A9RWI2	PHYPADRAFT_24208	A9RWI2_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_24208	GO:0005524; GO:0004674
A9SLS2	PHYPADRAFT_131940	A9SLS2_PHYPA	Predicted protein	PHYPADRAFT_131940	GO:0003677; GO:0003682
A9RMH9	PHYPADRAFT_68092	A9RMH9_PHYPA	Predicted protein	PHYPADRAFT_68092	
A9SRX9	PHYPADRAFT_233930	A9SRX9_PHYPA	Predicted protein	PHYPADRAFT_233930	
A9S8J3	PHYPADRAFT_125810	A9S8J3_PHYPA	Predicted protein	PHYPADRAFT_125810	
A9RT17	PHYPADRAFT_70178	A9RT17_PHYPA	Predicted protein	PHYPADRAFT_70178	
A9SAJ9	PHYPADRAFT_45234	A9SAJ9_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_45234	GO:0005622; GO:0007165
A9T9T0	PHYPADRAFT_89948	A9T9T0_PHYPA	Predicted protein	PHYPADRAFT_89948	
A9SRN8	PHYPADRAFT_230590	A9SRN8_PHYPA	Predicted protein	PHYPADRAFT_230590	
A9SZ94	PHYPADRAFT_43373	A9SZ94_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_43373	GO:0016021
A9STQ4	PHYPADRAFT_83862	A9STQ4_PHYPA	Predicted protein	PHYPADRAFT_83862	
A9RTI4	PHYPADRAFT_160895	A9RTI4_PHYPA	Predicted protein	PHYPADRAFT_160895	GO:0005840; GO:0003735; GO:0006412
A9STK8	PHYPADRAFT_83812	A9STK8_PHYPA	Predicted protein	PHYPADRAFT_83812	GO:0006355; GO:0008270
A9T1Y7	PHYPADRAFT_87018	A9T1Y7_PHYPA	Predicted protein	PHYPADRAFT_87018	
A9T380	PHYPADRAFT_87489	A9T380_PHYPA	Predicted protein	PHYPADRAFT_87489	
A9T9Y1	PHYPADRAFT_89997	A9T9Y1_PHYPA	Predicted protein	PHYPADRAFT_89997	GO:0016597; GO:0008152
A9T6A1	PHYPADRAFT_88640	A9T6A1_PHYPA	Predicted protein	PHYPADRAFT_88640	
A9T262	PHYPADRAFT_232253	A9T262_PHYPA	Predicted protein	PHYPADRAFT_232253	
A9SZU5	PHYPADRAFT_86217	A9SZU5_PHYPA	Predicted protein	PHYPADRAFT_86217	
A9T7M7	PHYPADRAFT_89155	A9T7M7_PHYPA	Predicted protein	PHYPADRAFT_89155	
A9TE05	PHYPADRAFT_91532	A9TE05_PHYPA	Predicted protein	PHYPADRAFT_91532	
A9SY00	PHYPADRAFT_85492	A9SY00_PHYPA	Predicted protein	PHYPADRAFT_85492	GO:0015095
A9TE12	PHYPADRAFT_91540	A9TE12_PHYPA	Predicted protein	PHYPADRAFT_91540	
A9TFP4	PHYPADRAFT_194639	A9TFP4_PHYPA	Proteasome subunit alpha type (EC 3.4.25.1)	PHYPADRAFT_194639	GO:0005737; GO:0005634; GO:0019773; GO:0004298; GO:0006511
A9RS18	PHYPADRAFT_69799	A9RS18_PHYPA	Predicted protein	PHYPADRAFT_69799	
A9SP94	PHYPADRAFT_82090	A9SP94_PHYPA	Predicted protein	PHYPADRAFT_82090	
A9T4S2	PHYPADRAFT_88067	A9T4S2_PHYPA	Predicted protein	PHYPADRAFT_88067	
A9T7U0	PHYPADRAFT_168547	A9T7U0_PHYPA	Predicted protein	PHYPADRAFT_168547	
A9TGU5	PHYPADRAFT_5481	A9TGU5_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_5481	GO:0006629; GO:0008081
A9SNR4	PHYPADRAFT_81783	A9SNR4_PHYPA	Predicted protein	PHYPADRAFT_81783	
A9TA49	PHYPADRAFT_90068	A9TA49_PHYPA	Predicted protein	PHYPADRAFT_90068	GO:0003676; GO:0008270
A9SQ79	PHYPADRAFT_133481	A9SQ79_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_133481	GO:0005524; GO:0004672
A9TB96	PHYPADRAFT_15518	A9TB96_PHYPA	Pectinesterase (EC 3.1.1.11) (Fragment)	PHYPADRAFT_15518	GO:0045330; GO:0005618; GO:0042545; GO:0030599
A9TL33	PHYPADRAFT_94163	A9TL33_PHYPA	Predicted protein	PHYPADRAFT_94163	
A9T439	PHYPADRAFT_87818	A9T439_PHYPA	Predicted protein	PHYPADRAFT_87818	
A9U4W0	PHYPADRAFT_8409	A9U4W0_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_8409	GO:0016787; GO:0006629
A9TIZ8	PHYPADRAFT_170331	A9TIZ8_PHYPA	Predicted protein	PHYPADRAFT_170331	
A9TVG5	PHYPADRAFT_151335	A9TVG5_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_151335	
A9TK63	PHYPADRAFT_60469	A9TK63_PHYPA	Mitochondrial Rho GTPase (EC 3.6.5.-)	PHYPADRAFT_60469	GO:0005525; GO:0003924; GO:0005509; GO:0019725; GO:0005741; GO:0007264
A9T892	PHYPADRAFT_89385	A9T892_PHYPA	Predicted protein	PHYPADRAFT_89385	GO:0048193; GO:0030244; GO:0033185; GO:0005783; GO:0060359; GO:0016757
A9TLJ7	PHYPADRAFT_94355	A9TLJ7_PHYPA	Predicted protein	PHYPADRAFT_94355	
A9TIV7	PHYPADRAFT_93398	A9TIV7_PHYPA	Predicted protein	PHYPADRAFT_93398	
A9TJL0	PHYPADRAFT_146589	A9TJL0_PHYPA	Predicted protein	PHYPADRAFT_146589	
A9TFY6	PHYPADRAFT_54105	A9TFY6_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_54105	GO:0005576; GO:0009405
A9TJ16	PHYPADRAFT_93381	A9TJ16_PHYPA	Predicted protein	PHYPADRAFT_93381	
A9RFC1	PHYPADRAFT_113207	A9RFC1_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_113207	GO:0003676; GO:0000166
A9T332	PHYPADRAFT_87439	A9T332_PHYPA	Predicted protein	PHYPADRAFT_87439	
A9RL58	PHYPADRAFT_67592	A9RL58_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_67592	GO:0009055
A9SYR4	PHYPADRAFT_85793	A9SYR4_PHYPA	Predicted protein	PHYPADRAFT_85793	GO:0003676; GO:0008270
A9S3E0	PHYPADRAFT_74048	A9S3E0_PHYPA	Predicted protein	PHYPADRAFT_74048	
A9TRM5	PHYPADRAFT_171545	A9TRM5_PHYPA	Predicted protein	PHYPADRAFT_171545	
A9S8Q6	PHYPADRAFT_76056	A9S8Q6_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_76056	
