Gene	F163	F164	F165	F166	F167	F168	F169
Pp1s10_139V6.1 (+1)	0	0	0	0.054408	0.11178	0	0
Pp1s245_12V6.1	0.16619	0	0.079904	0	0	0	0
Pp1s199_88V6.1	0	0	0.30631	0	0	0	0
Pp1s284_20V6.1	0	0	0	0	0	0.068784	0
Pp1s16_213V6.1	0	0	0.054005	0	0	0	0
Pp1s411_3V6.1	0	0	0	0	0	0	0
Pp1s71_61V6.1 (+1)	0	0	0	0	0	0	0
Pp1s142_120V6.1	0.059639	0	0	0	0	0	0
Pp1s411_25V6.1 (+1)	0	0.029783	0	0	0	0	0
Pp1s60_199V6.1 (+2)	0.065244	0	0	0	0	0	0
Pp1s47_1V6.1	0	0	0	0.19974	0	0	0
Pp1s102_15V6.1	0	0	0	0	0.12151	0	0
Pp1s7_394V6.1	0	1.0321	0	0	0	0	0
Pp1s1_815V6.1	0.044385	0	0	0	0	0	0
Pp1s55_319V6.1	0	0.086802	0	0	0	0	0
Pp1s11_269V6.1 (+1)	0	0.067199	0.067199	0	0	0	0
Pp1s38_226V6.1	0	0	0	0	0	0	0
Pp1s207_28V6.1	0.0744	0	0	0	0	0	0
Pp1s24_126V6.1	0	0	0.59156	0	0	0	0
Pp1s98_34V6.1	0	0.41976	0	0.41976	0	0	0
Pp1s196_53V6.1	0	0	0	0	0.095939	0	0.095939
tr|A9TFR7|A9TFR7_PHYPA	0	0	0.086544	0	0	0	0.086544
Pp1s88_98V6.1	0	0	0.0092719	0	0	0	0
Pp1s126_52V6.1 (+6)	0	0	0.13952	0	0	0	0
Pp1s64_149V6.1	0	0	0.046361	0	0	0	0
Pp1s33_278V6.1	0	0	0.16797	0	0	0	0
Pp1s68_105V6.1	0	0	0	0	0	0	0
Pp1s218_59V6.1 (+1)	0	0	0	0	0	0.083092	0
Pp1s258_57V6.1 (+1)	0	0	0	0	0	0	0
Pp1s15_14V6.1 (+3)	0	0	0	0	0	0	0
Pp1s4_282V6.1	0	0	0	0	0	0	0
Pp1s88_195V6.1	0	0	0	0	0	0	0
REV_tr|A9REB0|A9REB0_PHYPA	0	0	0	0	0	0	0
Pp1s73_61V6.1	0	0	0	0	0	0	0
Pp1s18_265V6.1 (+2)	0	0	0	0	0	0	0
Pp1s488_21V6.1	0	0	0	0	0	0	0
Pp1s141_56V6.1	0	0	0	0	0	0	0
Pp1s42_177V6.1	0	0	0	0	0	0	0
Pp1s386_20V6.1	0	0	0	0	0	0	0
Pp1s307_63V6.1	0	0	0	0	0	0	0
Pp1s14_33V6.1	0	0	0	0	0	0	0
Pp1s60_227V6.1 (+1)	0	0	0	0	0	0	0
Pp1s149_288V6.1	0	0	0	0	0	0	0
Pp1s7_501V6.1	0	0	0	0	0	0	0
Pp1s201_109V6.1	0	0	0	0	0	0	0
Pp1s54_186V6.2	0	0	0	0	0	0	0
Pp1s81_246V6.1	0	0	0	0	0	0	0
sp|Q6YXQ1|NU4LC_PHYPA	0	0	0	0	0	0	0
Pp1s101_182V6.1	0	0	0	0	0	0	0
Pp1s109_234V6.1 (+1)	0	0	0	0	0	0	0
Pp1s10_9V6.1	0	0	0	0	0	0	0
Pp1s13_419V6.1	0	0	0	0	0	0	0
Pp1s140_60V6.1	0	0	0	0	0	0	0
Pp1s143_122V6.1	0	0	0	0	0	0	0
Pp1s153_142V6.1	0	0	0	0	0	0	0
Pp1s174_37V6.1	0	0	0	0	0	0	0
Pp1s186_60V6.1	0	0	0	0	0	0	0
Pp1s26_37V6.1	0	0	0	0	0	0	0
Pp1s271_49V6.1 (+1)	0	0	0	0	0	0	0
Pp1s281_108V6.1	0	0	0	0	0	0	0
Pp1s33_218V6.1	0	0	0	0	0	0	0
Pp1s34_11V6.1	0	0	0	0	0	0	0
Pp1s34_241V6.1	0	0	0	0	0	0	0
Pp1s35_209V6.1	0	0	0	0	0	0	0
Pp1s3_23V6.1	0	0	0	0	0	0	0
Pp1s60_307V6.1 (+1)	0	0	0	0	0	0	0
Pp1s73_28V6.1	0	0	0	0	0	0	0
Pp1s79_54V6.1	0	0	0	0	0	0	0
Pp1s81_153V6.1	0	0	0	0	0	0	0
tr|A9SJH2|A9SJH2_PHYPA	0	0	0	0	0	0	0
Pp1s38_243V6.1 (+1)	0	0	0	0	0	0	0
Pp1s104_156V6.1	0	0	0	0	0	0	0
Pp1s65_153V6.1	0	0	0	0	0	0	0
Pp1s31_392V6.1	0	0	0	0	0	0	0
Pp1s116_54V6.1	0	0	0	0	0	0	0
Pp1s322_37V6.1 (+1)	0	0	0	0	0	0	0
Pp1s68_12V6.1 (+2)	0	0	0	0	0	0	0
Pp1s255_41V6.1 (+1)	0	0	0	0	0	0	0
Pp1s87_110V6.1 (+1)	0	0	0	0	0	0	0
Pp1s101_226V6.1	0	0	0	0	0	0	0
Pp1s111_143V6.1 (+1)	0	0	0	0	0	0	0
Pp1s122_57V6.1	0	0	0	0	0	0	0
Pp1s224_85V6.1	0	0	0	0	0	0	0
Pp1s247_15V6.1	0	0	0	0	0	0	0
Pp1s313_53V6.1	0	0	0	0	0	0	0
Pp1s36_150V6.1	0	0	0	0	0	0	0
Pp1s398_18V6.1	0	0	0	0	0	0	0
Pp1s126_126V6.1 (+3)	0	0	0	0	0	0	0
tr|Q1XGD1|Q1XGD1_PHYPA	0	0	0	0	0	0	0
Pp1s257_95V6.1	0	0	0	0	0	0	0
Pp1s114_55V6.1	0	0	0	0	0	0	0
Pp1s91_109V6.1	0	0	0	0	0.14491	0	0
Pp1s67_235V6.1	0.15108	0	0.15108	0.15108	0	0.15108	0
Pp1s150_17V6.1	0	0	0.039512	0	0	0	0
Pp1s254_3V6.2	0	0	0	0	0	0	0
REV_Pp1s16_334V6.1	0	0	0	0	0	0	0
Pp1s90_174V6.1	0	0	0	0	0	0	0
Pp1s116_123V6.1	0	0	0	0	0	0	0
REV_Pp1s64_211V6.1	0	0	0	0	0	0	0
Pp1s282_15V6.1	0	0	0.38667	0	0	0	0
REV_Pp1s210_54V6.1	0	0	0	0	0	0	0
Pp1s71_269V6.1	0	0	0	0	0	0	0
Pp1s241_91V6.1	0	0	0	0	0	0	0
REV_Pp1s158_40V6.1	0	0	0	0	0	0	0
Pp1s15_404V6.1	0	0	0	0.22407	0.22407	0	0.22407
Pp1s263_72V6.1 (+2)	0	0	0	0.12151	0.12151	0	0.12151
Pp1s113_88V6.1 (+1)	0	0	0	0.11904	0.25224	0.25224	0.11904
Pp1s16_327V6.1	0.14294	0	0	0.14294	0.14294	0	0.14294
Pp1s19_232V6.1 (+1)	0.057634	0	0	0	0.057634	0.057634	0.057634
Pp1s409_51V6.1	0	0	0	0.13886	0.13886	0.13886	0.13886
Pp1s468_18V6.1 (+1)	0	0	0	0.18105	0.18105	0.18105	0.18105
Pp1s9_232V6.1	0	0	0	0.58807	0.85279	0.50852	0.75998
Pp1s143_11V6.1 (+1)	0	0	0	0	0.44567	0.44567	0.44567
Pp1s81_250V6.1 (+1)	0	0	0	0.14877	0.14877	0.14877	0.14877
Pp1s128_154V6.1 (+1)	0.34213	0	0	0.34213	0.34213	0.34213	0
Pp1s223_13V6.1 (+1)	0	0	0	0.11348	0.11348	0	0.11348
Pp1s102_88V6.1	0	0	0.057749	0.057749	0	0	0.057749
Pp1s114_172V6.1	0	0	0.24469	0	0	0	0
Pp1s269_14V6.1 (+4)	0.13077	0	0.13077	0	0	0	0
Pp1s175_128V6.1	0	0	0.057182	0	0.057182	0	0.11763
Pp1s15_401V6.1 (+1)	0	0	0	0.85214	0.85214	0.85214	0
Pp1s165_12V6.1 (+2)	0.1996	0.1996	0	0	0	0	0
Pp1s386_10V6.1	0.069605	0	0	0	0.14405	0	0.069605
sp|Q6YXM5|RK20_PHYPA	0.25098	0	0.56496	0	0.25098	0	0
tr|A9RBY6|A9RBY6_PHYPA	0	0	0	0	0.32649	0	0.32649
Pp1s275_62V6.1 (+2)	0.14733	0.14733	0	0	0	0	0
Pp1s273_45V6.1	0	0	0	0.16108	0.16108	0.16108	0
Pp1s18_148V6.1	0	0	0.061397	0	0.061397	0	0.061397
Pp1s68_249V6.1	0	0	0	0	0.18926	0	0.18926
Pp1s32_57V6.1	0	0.071133	0.071133	0	0	0	0
Pp1s36_225V6.1	0	0	0	0	0.056737	0.056737	0.056737
Pp1s173_63V6.1 (+1)	0	0	0.050805	0.050805	0	0	0.050805
tr|A9TB97|A9TB97_PHYPA	0	0	0	0.10269	0.10269	0	0.10269
Pp1s36_1V6.1	0.17456	0	0	0	0.17456	0	0.17456
Pp1s91_57V6.1	0	0.092883	0	0	0.092883	0	0.092883
Pp1s189_20V6.1	0	0	0	0.13691	0.13691	0	0.13691
Pp1s209_59V6.1 (+2)	0	0	0	0.09954	0.09954	0	0.09954
Pp1s258_52V6.1	0.37563	0.17287	0	0	0	0	0
Pp1s300_55V6.1	0	0	0	0	0.09969	0	0.032183
Pp1s23_281V6.1	0.076952	0	0	0	0.076952	0	0.15983
Pp1s36_158V6.1 (+1)	0.11486	0	0	0	0.17714	0.11486	0
Pp1s68_239V6.1	0	0	0	0.10605	0.10605	0	0.22336
Pp1s41_314V6.1	0	0	0.093479	0.093479	0	0	0.093479
Pp1s46_234V6.1	0	0	0	0.058678	0.058678	0	0
Pp1s55_93V6.1	0.090858	0	0.18997	0	0	0	0
Pp1s12_77V6.1 (+7)	0	0.24692	0.11666	0	0	0	0
Pp1s53_111V6.1	0	0	0	0	0.26485	0	0.47933
Pp1s142_79V6.1	0	0	0	0	0.027275	0.027275	0
Pp1s106_74V6.1 (+1)	0	0	0	0	0	0	0
Pp1s456_23V6.1	0	0	0	0	0	0	0
Pp1s66_45V6.1	0	0	0	0	0	0	0
Pp1s65_6V6.1 (+1)	0	0	0	0	0	0	0
Pp1s24_194V6.1	0	0	0.11693	0	0	0	0
Pp1s168_84V6.1	0	0	0.17026	0	0	0	0
Pp1s142_105V6.1	0	0	0	0.07096	0	0	0
Pp1s149_229V6.1	0.13691	0.29255	0	0	0	0	0
Pp1s431_3V6.1 (+2)	0	0	1.124	0	0	0	0
Pp1s230_8V6.1 (+3)	0	0	0.090576	0	0	0	0
Pp1s5_15V6.1	0	0	0	0.036771	0	0	0
Pp1s115_90V6.1 (+1)	0	0	0	0	0.2636	0	0
Pp1s378_11V6.1	0.16197	0	0	0	0	0	0
Pp1s89_23V6.1	0	0	0	0	0.14019	0	0
Pp1s20_372V6.1	0	0	0	0	0.23677	0	0
Pp1s72_312V6.1 (+1)	0.069274	0	0	0.069274	0	0	0
Pp1s112_162V6.1	0.12181	0	0.059155	0	0	0	0
Pp1s291_28V6.1	0	0.08503	0	0	0	0.08503	0
Pp1s25_71V6.1	0	0	0.041897	0	0.041897	0	0
Pp1s19_316V6.1	0	0	0	0	0	0	0.041717
Pp1s131_197V6.1	0	0	0	0	0	0	0
Pp1s44_132V6.1	0	0	0	0	0	0	0
Pp1s226_3V6.1	0.41976	0	0	0	0	0	0
Pp1s20_92V6.1	0.032506	0	0	0	0	0	0
Pp1s382_29V6.1	0	0	0	0.14435	0.14435	0	0
Pp1s167_19V6.1 (+1)	0.28521	0.28521	0.28521	0	0	0	0
Pp1s66_223V6.1	0	0	0	0	0	0.049011	0.049011
Pp1s12_317V6.1 (+2)	0	0	0	0	0	0.053509	0
Pp1s504_13V6.1	0	0	0	0	0	0	0
tr|A9TK13|A9TK13_PHYPA	0.027072	0	0	0	0	0	0
Pp1s256_37V6.1	0	0	0	0	0	0.025027	0.025027
Pp1s7_155V6.1	0.036449	0.036449	0	0	0.036449	0	0
Pp1s28_378V6.1 (+1)	0	0	0.065685	0	0	0	0
Pp1s407_46V6.1	0	0	0	0	0	0	0
Pp1s96_85V6.1 (+1)	0	0	0	0	0	0	0
Pp1s217_71V6.1	0	0	0	0	0	0	0
Pp1s387_2V6.1	0	0	0	0.051614	0	0	0
Pp1s200_18V6.1 (+2)	0	0	0	0	0	0	0
Pp1s84_129V6.1	0	0	0	0	0	0	0
REV_Pp1s60_190V6.1	0	0	0	0	0	0	0
Pp1s269_44V6.1	0	0	0	0	0	0	0
Pp1s81_151V6.1	0	0	0	0	0	0	0
Pp1s218_51V6.1	0	0	0	0	0	0	0
Pp1s91_116V6.2	0	0	0	0	0	0	0
Pp1s245_32V6.1 (+1)	0	0	0	0	0	0.10491	0
Pp1s101_102V6.2	0	0	0	0	0	0	0
Pp1s28_321V6.1 (+1)	0	0	0	0	0	0	0
Pp1s456_28V6.1	0	0	0	0	0	0	0
Pp1s148_87V6.1	0	0	0	0	0	0	0
Pp1s156_53V6.1 (+1)	0	0	0	0	0	0	0
Pp1s15_423V6.1 (+2)	0	0	0	0	0	0	0
Pp1s18_113V6.1	0	0	0	0	0	0	0
Pp1s198_61V6.1	0	0	0	0	0	0	0
Pp1s20_77V6.1	0	0	0	0	0	0	0
Pp1s219_73V6.1 (+2)	0	0	0	0	0	0	0
Pp1s21_361V6.1	0	0	0	0	0	0	0
Pp1s26_115V6.1	0	0	0	0	0	0	0
Pp1s271_81V6.1 (+1)	0	0	0	0	0	0	0
Pp1s277_77V6.1	0	0	0	0	0	0	0
Pp1s28_171V6.1	0	0	0	0	0	0	0
Pp1s343_44V6.1	0	0	0	0	0	0	0
Pp1s39_149V6.1	0	0	0	0	0	0	0
Pp1s401_23V6.1	0	0	0	0	0	0	0
Pp1s40_134V6.1	0	0	0	0	0	0	0
Pp1s41_41V6.1	0	0	0	0	0	0	0
Pp1s464_11V6.1 (+2)	0	0	0	0	0	0	0
Pp1s58_149V6.1	0	0	0	0	0	0	0
Pp1s70_122V6.1	0	0	0	0	0	0	0
Pp1s7_73V6.1	0	0	0	0	0	0	0
Pp1s86_232V6.1	0	0	0	0	0	0	0
Pp1s456_22V6.1	0	0	0	0	0	0	0
Pp1s47_97V6.1 (+1)	0	0	0	0	0	0	0
Pp1s61_208V6.2 (+2)	0	0	0	0	0	0	0
Pp1s86_201V6.2	0	0	0	0	0	0	0
Pp1s126_63V6.1 (+2)	0	0	0	0	0	0	0
Pp1s92_84V6.1	0	0	0	0	0	0	0
Pp1s74_251V6.1	0	0	0	0	0	0	0
Pp1s14_237V6.1	0	0	0	0	0	0	0
Pp1s76_197V6.1	0	0	0	0	0	0	0
Pp1s49_103V6.1	0	0	0	0	0	0	0
Pp1s125_34V6.1	0	0	0	0	0	0	0
Pp1s257_40V6.1	0	0	0	0	0	0	0
Pp1s36_334V6.1	0	0	0	0	0	0	0
Pp1s27_149V6.1	0	0	0	0	0	0	0
Pp1s226_56V6.1	0	0	0	0	0	0	0
Pp1s291_62V6.1	0	0	0	0	0	0	0
Pp1s52_245V6.1	0	0	0	0	0	0	0
Pp1s81_36V6.1 (+1)	0	0	0	0	0	0	0
Pp1s27_195V6.1	0	0	0	0	0	0	0
Pp1s37_304V6.1 (+2)	0	0	0	0	0	0	0
Pp1s103_65V6.1	0	0	0	0	0	0	0
Pp1s116_13V6.1 (+2)	0	0	0	0	0	0	0
Pp1s12_109V6.1 (+1)	0	0	0	0	0	0	0
Pp1s241_62V6.1	0	0	0	0	0	0	0
Pp1s253_21V6.1 (+1)	0	0	0	0	0	0	0
Pp1s300_26V6.1	0	0	0	0	0	0	0
Pp1s3_358V6.1	0	0	0	0	0	0	0
Pp1s115_82V6.1	0	0	0	0	0	0	0
Pp1s20_305V6.1 (+2)	0	0	0	0	0	0	0
Pp1s109_127V6.1	0	0	0	0	0	0	0
Pp1s123_141V6.1	0	0	0	0	0	0	0
Pp1s34_256V6.1	0	0	0	0	0	0	0
Pp1s77_54V6.2	0	0	0	0	0	0	0
Pp1s200_25V6.1	0	0	0	0	0	0	0
Pp1s57_70V6.1	0	0	0	0	0	0	0
Pp1s311_15V6.1	0	0	0	0	0	0	0
Pp1s10_296V6.1 (+1)	0	0	0	0	0	0	0
Pp1s30_190V6.1 (+1)	0	0	0	0	0	0	0
Pp1s24_182V6.1	0	0	0	0	0	0	0
Pp1s43_239V6.1 (+2)	0	0	0	0	0	0	0
Pp1s197_114V6.1	0	0	0	0	0	0	0
Pp1s246_8V6.1	0	0	0	0	0	0	0
Pp1s255_64V6.1	0	0	0	0	0	0	0
Pp1s325_11V6.1	0	0	0	0	0	0	0
Pp1s36_98V6.1	0	0	0	0	0	0	0
tr|A9SBQ1|A9SBQ1_PHYPA	0	0	0	0	0	0.053119	0
Pp1s197_54V6.1	0	0	0	0	0	0	0
Pp1s107_189V6.1	0	0	0	0	0	0	0
Pp1s169_51V6.1	0	0	0	0	0	0	0
Pp1s42_35V6.1 (+1)	0	0	0	0	0	0	0
Pp1s43_199V6.1 (+1)	0	0	0	0	0	0	0
Pp1s217_11V6.1 (+1)	0	0	0	0	0	0	0
Pp1s135_126V6.1	0	0	0	0	0	0	0
Pp1s152_111V6.1	0	0	0	0	0	0	0
Pp1s58_47V6.1 (+2)	0	0	0	0	0	0	0
tr|Q6YXN0|Q6YXN0_PHYPA	0	0	0	0	0	0	0
Pp1s139_88V6.1	0	0	0	0	0	0	0
Pp1s169_150V6.1	0	0	0	0	0	0	0
Pp1s21_362V6.1 (+5)	0	0	0	0	0	0	0
Pp1s237_60V6.1 (+2)	0	0	0	0	0	0	0
Pp1s39_108V6.1	0	0	0	0	0	0	0
Pp1s137_47V6.1	0	0	0	0	0.029752	0	0
REV_tr|A9SAV8|A9SAV8_PHYPA	0	0	0	0	0	0	0
Pp1s60_162V6.1	0	0	0	0	0	0	0
Pp1s301_36V6.2	0	0	0	0	0	0	0
Pp1s3_48V6.1	0	0	0	0	0	0	0.35406
Pp1s62_162V6.1	0	0	0	0	0	0	0
REV_tr|A9U3F2|A9U3F2_PHYPA	0	0	0.050541	0	0	0	0
Pp1s30_232V6.1	0.17883	0	0	0	0	0	0
REV_tr|A9TCC5|A9TCC5_PHYPA	0	0	0	0	0	0	0
Pp1s90_96V6.1	0	0	0	0	0	0	0
tr|A9SGJ8|A9SGJ8_PHYPA	0	0	0	0	0	0	0
tr|A9TWG9|A9TWG9_PHYPA	0	0	0	0	0	0	0
tr|A9SMP6|A9SMP6_PHYPA	0	0	0	0	0	0	0
REV_Pp1s158_178V6.1	0.017009	0	0	0	0	0	0
Pp1s63_154V6.1	0	0	0	0	0	0	0
Pp1s513_5V6.1	0	0	0	0	0	0	0
Pp1s79_272V6.1	0	0	0.08503	0	0	0	0
Pp1s167_18V6.1	0	0	0.3544	0	0.16379	0	0
Pp1s77_225V6.1 (+1)	0	0	0	0.21581	0.21581	0	0
Pp1s12_415V6.1 (+1)	0.072549	0.072549	0	0	0	0	0
Pp1s198_60V6.1	0	0	0.090295	0	0.090295	0	0.090295
Pp1s21_387V6.1	0	0	0.081467	0	0.081467	0	0.081467
Pp1s123_58V6.1	0.19559	0.19559	0.19559	0	0	0	0
Pp1s28_131V6.1 (+4)	0.30928	0.30928	0.30928	0	0	0	0
Pp1s519_7V6.1	0.078401	0.078401	0.078401	0	0	0	0
Pp1s58_224V6.1	0.12253	0.12253	0.12253	0	0	0	0
Pp1s83_72V6.1	0	0	0.0744	0.0744	0.0744	0	0
Pp1s1139_3V6.1	0	0	0	0.24469	0.24469	0	0.24469
Pp1s18_326V6.1	0	0	0	0.057749	0.057749	0	0.057749
Pp1s206_51V6.1 (+1)	0	0	0	0.088113	0.088113	0	0.088113
Pp1s20_112V6.1 (+1)	0	0	0	0.077361	0.077361	0	0.077361
Pp1s23_109V6.1 (+1)	0	0	0	1.9575	1.5331	0	1.5331
Pp1s266_65V6.1	0	0	0	0.17148	0.17148	0	0.17148
Pp1s46_42V6.1	0	0	0	0	7.8486	7.8486	11.082
Pp1s56_240V6.1 (+1)	0	0	0	0.068141	0.068141	0	0.068141
Pp1s58_72V6.1 (+2)	0	0	0	0.09787	0.09787	0	0.09787
Pp1s123_47V6.1	0	0	0	0.12101	0.12101	0.12101	0
Pp1s149_31V6.1	0.050453	0.050453	0	0	0	0	0.050453
Pp1s184_48V6.1	0.044452	0	0	0.044452	0.044452	0	0
Pp1s5_92V6.1	0.028698	0	0.028698	0	0	0	0.028698
Pp1s158_84V6.1	0	0	0	0	0.24066	0.24066	0
Pp1s9_350V6.1 (+1)	0.083808	0	0	0.083808	0.083808	0	0
Pp1s65_1V6.1	0	0	0	0.14507	0	0	0
Pp1s22_206V6.1	0	0	0	0	0	0.083808	0.083808
Pp1s323_28V6.1	0	0	0	0	0.54116	0	0
Pp1s41_310V6.1	0.042384	0	0	0	0.042384	0	0
Pp1s532_5V6.1	0	0	0	0	0	0	0
Pp1s149_77V6.1	0.21387	0	0.13793	0	0	0	0
Pp1s244_11V6.1	0	0	0.23116	0	0	0	0
Pp1s83_192V6.1 (+2)	0	0	0.14155	0	0	0	0
Pp1s259_87V6.1	0	0	0.43605	0	0	0	0
Pp1s101_74V6.1	0	0	0.21741	0	0	0	0
Pp1s47_276V6.1	0	0	0.04022	0	0	0	0
Pp1s21_298V6.1 (+2)	0	0	0	0	0	0	0
Pp1s33_127V6.1 (+1)	0	0	0	0	0	0	0
Pp1s42_261V6.1	0	0	0	0	0	0	0
Pp1s64_52V6.1	0	0	0	0	0	0	0
Pp1s286_5V6.1	0	0	0	0.050805	0	0.10419	0
Pp1s104_141V6.1	0.035778	0	0	0	0	0	0.072835
Pp1s10_210V6.1 (+3)	0	0.233	0	0	0	0	0
Pp1s21_259V6.1	0	0.27452	0	0	0	0	0
Pp1s25_361V6.1	0.064096	0	0	0	0	0	0
Pp1s215_5V6.1	0.095026	0.046435	0	0	0	0	0
Pp1s144_24V6.1	0	0	0	0.15393	0	0.15393	0
Pp1s161_5V6.1	0	0	0	0	0.091715	0	0.091715
Pp1s8_124V6.1	0.054817	0	0	0	0	0	0
Pp1s128_2V6.1	0	0	0	0	0.13077	0	0
Pp1s30_228V6.1	0.10722	0	0	0	0	0	0
Pp1s90_28V6.1 (+3)	0	0	0.14477	0	0.069939	0	0
Pp1s33_98V6.1	0	0.059884	0	0	0.059884	0	0
Pp1s71_354V6.1	0.041598	0	0	0	0	0	0.041598
Pp1s51_319V6.1	1.196	0	0.68946	0	0	0	0
Pp1s132_62V6.1	0	0	0	1.1103	1.1103	0	0
Pp1s156_60V6.1	0	0	0	0.044049	0	0	0.044049
Pp1s109_97V6.1 (+1)	0	0	0	0.27197	0.27197	0	0
Pp1s215_109V6.2 (+1)	0	0	0	0	0	0	0
Pp1s65_73V6.1	0	0	0	0.050982	0	0	0
Pp1s1_5V6.2	0	0	0	0	0	0	0
Pp1s42_251V6.1 (+1)	0.20812	0.20812	0	0	0	0	0
Pp1s86_147V6.1 (+2)	0.15108	0	0.15108	0	0	0	0
REV_tr|A9SRG9|A9SRG9_PHYPA	0.038673	0	0	0	0	0	0
REV_Pp1s201_82V6.1 (+2)	0	0	0	0	0	0	0
Pp1s200_23V6.1	0	0	0	0	0	0.029099	0
Pp1s102_14V6.1	0.072369	0	0	0	0	0	0.14997
Pp1s101_79V6.1	0.10198	0.10198	0	0	0	0	0
REV_Pp1s106_65V6.1	0	0	0	0	0	0	0
Pp1s381_17V6.1	0	0	0	0	0	0	0
Pp1s75_175V6.1	0	0	0	0.042261	0	0	0
Pp1s214_79V6.1	0.043201	0.043201	0	0	0	0	0
Pp1s54_91V6.1	0	0	0	0	0	0	0
REV_tr|A9RIL4|A9RIL4_PHYPA	0	0	0	0	0	0	0
Pp1s270_61V6.1	0	0	0	0	0.092004	0	0
Pp1s287_31V6.1	0	0	0	0.30158	0	0	0
Pp1s251_17V6.1 (+2)	0	0	0	0	0	0	0
Pp1s232_62V6.1 (+2)	0	0	0	0	0	0	0
Pp1s218_133V6.1	0	0	0	0	0	0	0
Pp1s171_107V6.1 (+1)	0	0	0	0	0	0	0
Pp1s109_205V6.1 (+2)	0	0	0	0	0	0	0
Pp1s171_59V6.1	0	0	0	0	0	0	0
Pp1s118_154V6.1	0	0	0	0	0.297	0	0
Pp1s89_262V6.1	0	0	0	0	0	0	0
tr|A9S9N4|A9S9N4_PHYPA	0	0	0	0	0	0	0
Pp1s74_258V6.1	0	0	0	0	0	0	0
Pp1s29_152V6.1	0	0	0	0	0	0	0
Pp1s5_399V6.1	0	0	0	0	0	0	0
Pp1s495_6V6.1	0	0	0	0	0	0	0
Pp1s113_200V6.1	0	0	0	0	0	0	0
Pp1s136_73V6.1	0	0	0	0	0	0	0
Pp1s156_108V6.1 (+3)	0	0	0	0	0	0	0
Pp1s18_19V6.1	0	0	0	0	0	0	0
Pp1s39_248V6.1 (+1)	0	0	0	0	0	0	0
Pp1s42_258V6.1	0	0	0	0	0	0	0
Pp1s505_8V6.1	0	0	0	0	0	0	0
Pp1s65_314V6.1	0	0	0	0	0	0	0
Pp1s22_76V6.1	0	0	0	0	0	0	0
Pp1s152_13V6.1 (+2)	0	0	0	0	0	0	0
Pp1s215_25V6.1	0	0	0	0	0	0	0
Pp1s75_107V6.1 (+1)	0	0	0	0	0	0	0
Pp1s41_175V6.1	0	0	0	0	0	0	0
Pp1s201_11V6.1	0	0	0	0	0	0	0
Pp1s310_3V6.1	0	0	0	0	0	0	0
Pp1s426_2V6.1	0	0	0	0	0	0	0
Pp1s350_23V6.2	0	0	0	0	0	0	0
Pp1s47_89V6.1	0	0	0	0	0	0	0
Pp1s10_369V6.1	0	0	0	0	0	0	0
Pp1s201_7V6.1 (+1)	0	0	0	0	0	0	0
tr|A9SET6|A9SET6_PHYPA	0.29402	0	0	0	0	0	0
Pp1s75_251V6.1	0	0	0	0	0	0	0
Pp1s11_333V6.1	0	0	0	0	0	0	0
Pp1s59_317V6.1	0	0	0	0	0	0	0
Pp1s10_171V6.1 (+6)	0	0	0	0	0	0	0
Pp1s39_197V6.1 (+1)	0	0	0	0	0	0	0
Pp1s10_175V6.1	0	0	0	0	0	0	0
Pp1s122_25V6.1 (+3)	0	0	0	0	0	0	0
Pp1s146_96V6.1 (+3)	0	0	0	0	0	0	0
Pp1s165_119V6.1 (+3)	0	0	0	0	0	0	0
Pp1s167_150V6.1	0	0	0	0	0	0	0
Pp1s175_68V6.1 (+3)	0	0	0	0	0	0	0
Pp1s184_139V6.1 (+3)	0	0	0	0	0	0	0
Pp1s1_300V6.1 (+1)	0	0	0	0	0	0	0
Pp1s271_27V6.1	0	0	0	0	0	0	0
Pp1s312_76V6.1 (+3)	0	0	0	0	0	0	0
Pp1s34_174V6.1 (+1)	0	0	0	0	0	0	0
Pp1s41_17V6.1	0	0	0	0	0	0	0
Pp1s63_99V6.1	0	0	0	0	0	0	0
Pp1s54_149V6.1	0	0	0	0	0	0	0
Pp1s5_281V6.1 (+1)	0	0	0	0	0	0	0
Pp1s120_28V6.1 (+2)	0	0	0	0	0	0	0
Pp1s74_120V6.1	0	0	0	0	0	0	0
Pp1s7_123V6.1	0	0	0	0	0	0	0
Pp1s362_29V6.1	0	0	0	0	0	0	0
Pp1s77_158V6.1 (+1)	0	0	0	0	0	0	0
Pp1s50_23V6.1	0	0	0	0	0	0	0
Pp1s209_135V6.1	0	0	0	0	0	0	0
Pp1s150_114V6.1 (+3)	0	0	0	0	0	0	0
Pp1s355_18V6.1	0	0	0	0	0	0	0
Pp1s454_18V6.1	0	0	0	0	0	0	0
Pp1s76_150V6.1	0	0	0	0	0	0	0
Pp1s44_13V6.1	0	0	0	0	0	0	0
Pp1s309_36V6.1	0	0	0	0	0	0	0
Pp1s382_36V6.1	0	0	0	0	0	0	0
Pp1s80_180V6.1	0	0	0	0	0	0	0
Pp1s195_8V6.1 (+1)	0	0	0	0	0	0	0
Pp1s102_32V6.2	0	0	0	0	0	0	0
Pp1s16_250V6.1	0	0	0	0	0	0	0
Pp1s185_7V6.1	0	0	0	0	0	0	0
Pp1s490_20V6.1 (+3)	0	0	0	0	0	0	0
Pp1s11_55V6.1 (+1)	0	0	0	0	0	0	0
Pp1s18_287V6.1	0	0	0	0	0	0	0
